A B
2.26976290323168 -0.599681020513618
2.27376290323168 -0.593428585394483
2.27776290323168 -0.587185290287265
2.28176290323168 -0.580951588421646
2.28576290323168 -0.574727933614626
2.28976290323168 -0.568514780249749
2.29376290323168 -0.562312583254832
2.29776290323168 -0.556121798081053
2.30176290323168 -0.549942880680615
2.30576290323168 -0.543776287484096
2.30976290323168 -0.537622475379467
2.31376290323168 -0.531481901689006
2.31776290323168 -0.525355024146854
2.32176290323168 -0.519242300876515
2.32576290323168 -0.513144190367006
2.32976290323168 -0.507061151450432
2.33376290323168 -0.500993643277001
2.33776290323168 -0.494942125291583
2.34176290323168 -0.488907057208489
2.34576290323168 -0.482888898984995
2.34976290323168 -0.476888110795915
2.35376290323168 -0.47090515300453
2.35776290323168 -0.464940486133911
2.36176290323168 -0.458994570836278
2.36576290323168 -0.45306786785833
2.36976290323168 -0.447160838007033
2.37376290323168 -0.441273942108108
2.37776290323168 -0.435407640963774
2.38176290323168 -0.42956239530245
2.38576290323168 -0.423738665721836
2.38976290323168 -0.417936912625757
2.39376290323168 -0.412157596146916
2.39776290323168 -0.406401176058461
2.40176290323168 -0.400668111667844
2.40576290323168 -0.39495886168941
2.40976290323168 -0.389273884091608
2.41376290323168 -0.383613635908932
2.41776290323168 -0.377978573014969
2.42176290323168 -0.372369149842611
2.42576290323168 -0.366785819038633
2.42976290323168 -0.36122903103867
2.43376290323168 -0.355699233539858
2.43776290323168 -0.350196870847328
2.44176290323168 -0.34472238306154
2.44576290323168 -0.33927620506789
2.44976290323168 -0.87690461344344794
2.45376290323168 -0.865910882267789
2.45776290323168 -0.854956530815038
2.46176290323168 -0.844042345966846
2.46576290323168 -0.833169099170854
2.46976290323168 -0.8223375425749611
2.47376290323168 -0.811548404235991
2.47776290323168 -0.800802382179624
2.48176290323168 -0.790100137051161
2.48576290323168 -0.77944228303411
2.48976290323168 -0.768829376645175
2.49376290323168 -0.7582619029336211
2.49776290323168 -0.7477402585060711
2.50176290323168 -0.737264730681604
2.50576290323168 -0.7268354719238299
2.50976290323168 -0.716452468511676
2.51376290323168 -0.706115502177989
2.51776290323168 -0.695824103145485
2.52176290323168 -0.685577492621564
2.52576290323168 -0.675374512336114
2.52976290323168 -0.66521353809662
2.53376290323168 -0.6550923735616381
2.53776290323168 -0.645008119428071
2.54176290323168 -0.634957011951898
2.54576290323168 -0.6249342230899471
2.54976290323168 -0.614933612456953
2.55376290323168 -0.604947418656735
2.55776290323168 -0.594965874206189
2.56176290323168 -0.584976724060859
2.56576290323168 -0.574964622491296
2.56976290323168 -0.564910376474126
2.57376290323168 -0.55478999555974
2.57776290323168 -0.544573497969823
2.58176290323168 -0.534223409965324
2.58576290323168 -0.523692879703499
2.58976290323168 -0.512923307044289
2.59376290323168 -0.501841366065859
2.59776290323168 -0.49035526607011
2.60176290323168 -0.478350057912331
2.60576290323168 -0.465681743454002
2.60976290323168 -0.452169884130154
2.61376290323168 -0.437588326798393
2.61776290323168 -0.421653567245621
2.62176290323168 -0.40401014937610613
2.62576290323168 -0.38421234594194464
2.62976290323168 -0.36170117897930587
2.63376290323168 -0.33577560894636577
2.63776290323168 -0.3055564452689265
2.64176290323168 -0.2699412029480304
2.64576290323168 -0.22754774750288048
2.64976290323168 -0.17664413480350702
2.65376290323168 -0.11506156980076901
2.65776290323168 -0.040086893295975035
2.66176290323168 0.051669515608048
2.66576290323168 0.164435021418314
2.66976290323168 0.303470193066862
2.67376290323168 0.47530365691994697
2.67776290323168 0.6880114886610229
2.68176290323168 0.951545799225507
2.68576290323168 1.2781160837492649
2.68976290323168 1.682625024566107
2.69376290323168 2.183157554443112
2.69776290323168 2.8015178774000127
2.70176290323168 3.563803618595047
2.70576290323168 4.500999199601612
2.70976290323168 5.649561887265312
2.71376290323168 7.051963885247733
2.71776290323168 8.757142697557528
2.72176290323168 10.82080045111136
2.72576290323168 13.305481912452066
2.72976290323168 16.280351917970336
2.73376290323168 19.820587530094212
2.73776290323168 24.006300347347143
2.74176290323168 28.92091202811641
2.74576290323168 34.64892307444474
2.74976290323168 41.27304263789781
2.75376290323168 48.8706861140968
2.75776290323168 57.5098969750734
2.76176290323168 67.24480757013298
2.76576290323168 78.11081678699989
2.76976290323168 90.11972517204663
2.77376290323168 103.25512369246859
2.77776290323168 117.46837333993949
2.78176290323168 132.67553182528002
2.78576290323168 148.75557435294036
2.78976290323168 165.55021367737552
2.79376290323168 182.86554921489153
2.79776290323168 200.47566858340267
2.80176290323168 218.12819425817656
2.80576290323168 235.55162344732298
2.80976290323168 252.46416396948882
2.81376290323168 268.58363737473377
2.81776290323168 283.63791689771057
2.82176290323168 297.3753039301856
2.82576290323168 309.5742305221965
2.82976290323168 320.05170989672695
2.83376290323168 328.6700394888601
2.83776290323168 335.34138374146806
2.84176290323168 340.03001469610143
2.84576290323168 342.7521525102048
2.84976290323168 343.57350979166176
2.85376290323168 342.6047885248514
2.85776290323168 339.99549453149956
2.86176290323168 335.9265138902256
2.86576290323168 330.6019349757616
2.86976290323168 324.2405995746713
2.87376290323168 317.0678314490639
2.87776290323168 309.3077280842035
2.88176290323168 301.1763200860977
2.88576290323168 292.8758120975765
2.88976290323168 284.590027828171
2.89376290323168 276.4810970589303
2.89776290323168 268.6873495951421
2.90176290323168 261.3223233399385
2.90576290323168 254.47475223666447
2.90976290323168 248.209374413521
2.91376290323168 242.5683898619519
2.91776290323168 237.5733980079501
2.92176290323168 233.2276558452577
2.92576290323168 229.5185141241871
2.92976290323168 226.4199098916853
2.93376290323168 223.89481629991099
2.93776290323168 221.897573328887
2.94176290323168 220.37604463251
2.94576290323168 219.2735652418183
2.94976290323168 218.5306618003568
2.95376290323168 218.086541078852
2.95776290323168 217.8803536317055
2.96176290323168 217.8522476741527
2.96576290323168 217.944233744542
2.96976290323168 218.1008837241592
2.97376290323168 218.2698886371034
2.97776290323168 218.4024987160215
2.98176290323168 218.45386690232868
2.98576290323168 218.3833136755912
2.98976290323168 218.1545272966352
2.99376290323168 217.73570959827077
2.99776290323168 217.0996737163295
3.00176290323168 216.2238969080263
3.00576290323168 215.0905290636494
3.00976290323168 213.6863558062381
3.01376290323168 212.0027142333658
3.01776290323168 210.0353593482877
3.02176290323168 207.7842799516566
3.02576290323168 205.25346406641722
3.02976290323168 202.4506156619543
3.03376290323168 199.3868263304097
3.03776290323168 196.07620745371972
3.04176290323168 192.53549010964082
3.04576290323168 188.7836013554916
3.04976290323168 184.841226496085
3.05376290323168 180.7303674272734
3.05776290323168 176.4739071322702
3.06176290323168 172.0951899176394
3.06576290323168 167.6176260662994
3.06976290323168 163.0643283375818
3.07376290323168 158.45778625649962
3.07776290323168 153.8195825089677
3.08176290323168 149.1701540975862
3.08576290323168 144.52859930460463
3.08976290323168 139.9125300307653
3.09376290323168 135.3379677886573
3.09776290323168 130.8192805651455
3.10176290323168 126.3691569485559
3.10576290323168 121.99861334469941
3.10976290323168 117.71702976919711
3.11376290323168 113.53220957885343
3.11776290323168 109.45045856127952
3.12176290323168 105.47667900517477
3.12576290323168 101.6144746875813
3.12976290323168 97.86626310481081
3.13376290323168 94.23339170904916
3.13776290323168 90.71625536586018
3.14176290323168 87.3144126968015
3.14576290323168 84.02669939914234
3.14976290323168 80.8513370291903
3.15376290323168 77.78603608943413
3.15776290323168 74.82809256887606
3.16176290323168 71.97447734988688
3.16576290323168 69.22191811548358
3.16976290323168 66.56697357145804
3.17376290323168 64.00609994273353
3.17776290323168 61.5357098177567
3.18176290323168 59.15222350370193
3.18576290323168 56.852113123814625
3.18976290323168 54.6319397409233
3.19376290323168 52.48838383210401
3.19776290323168 50.418269472155124
3.20176290323168 48.41858261079849
3.20576290323168 46.48648385243083
3.20976290323168 44.61931616932248
3.21376290323168 42.81460800006659
3.21776290323168 41.07007220495416
3.22176290323168 39.38360136826665
3.22576290323168 37.753259953183196
3.22976290323168 36.17727382676982
3.23376290323168 34.65401767869586
3.23776290323168 33.18200085632243
3.24176290323168 31.759852129176426
3.24576290323168 30.386303876474866
3.24976290323168 29.06017616178514
3.25376290323168 27.780361119154815
3.25776290323168 26.545808025973457
3.26176290323168 25.355509380925806
3.26576290323168 24.208488242745677
3.26976290323168 23.103787019676513
3.27376290323168 22.040457833338024
3.27776290323168 21.0175545169506
3.28176290323168 20.034126249129034
3.28576290323168 19.089212772929397
3.28976290323168 18.181841107100627
3.29376290323168 17.31102362345553
3.29776290323168 16.475757341200712
3.30176290323168 15.675024275493882
3.30576290323168 14.907792672497106
3.30976290323168 14.173018965441647
3.31376290323168 13.469650294098651
3.31776290323168 12.796627442029854
3.32176290323168 12.15288806043388
3.32576290323168 11.537370063088183
3.32976290323168 10.949015092651143
3.33376290323168 10.38677197372739
3.33776290323168 9.849600082095304
3.34176290323168 9.33647257209639
3.34576290323168 8.846379415386917
3.34976290323168 8.378330214084906
3.35376290323168 7.931356760002255
3.35776290323168 7.5045153192971625
3.36176290323168 7.096888628687988
3.36576290323168 6.7075875954760695
3.36976290323168 6.335752699093239
3.37376290323168 5.980555096824489
3.37776290323168 5.6411974407188055
3.38176290323168 5.316914416514127
3.38576290323168 5.006973018678987
3.38976290323168 4.710672578359872
3.39376290323168 4.427344563164359
3.39776290323168 4.156352169316358
3.40176290323168 3.897089727819203
3.40576290323168 3.648981946907356
3.40976290323168 3.411483013303455
3.41376290323168 3.1840755747039373
3.41776290323168 2.966269625509452
3.42176290323168 2.757601317173142
3.42576290323168 2.557631713675861
3.42976290323168 2.3659455116036803
3.43376290323168 2.182149743083874
3.43776290323168 2.005872478471043
3.44176290323168 1.8367615441770657
3.44576290323168 1.674483269385295
3.44976290323168 1.518721273634977
3.45376290323168 1.3691753054012308
3.45776290323168 1.2255601398676208
3.46176290323168 1.087604542135342
3.46576290323168 0.9550503001710631
3.46594819337915 1.78678447158254
3.46994819337915 1.67452206120837
3.47394819337915 1.56711835004692
3.47794819337915 1.46435596451459
3.48194819337915 1.36602698015986
3.48594819337915 1.27193234413007
3.48994819337915 1.18188135247768
3.49394819337915 1.09569117874599
3.49794819337915 1.01318644999057
3.50194819337915 0.934198866224407
3.50594819337915 0.858566859199607
3.50994819337915 0.78613528645418
3.51394819337915 0.716755156644905
3.51794819337915 0.65028338232863
3.52194819337915 0.586582556554694
3.52594819337915 0.525520749859134
3.52994819337915 0.466971324515695
3.53394819337915 0.410812763167905
3.53794819337915 0.356928509257194
3.54194819337915 0.305206816949653
3.54594819337915 0.255540608549858
3.54994819337915 0.207827337668373
3.55394819337915 0.161968856676958
3.55794819337915 0.117871287240395
3.56194819337915 0.0754448929462088
3.56594819337915 0.0346039532699382
3.56994819337915 -0.00473336168098503
3.57394819337915 -0.042645116038961
3.57794819337915 -0.0792057328891759
3.58194819337915 -0.114486118921911
3.58594819337915 -0.148553789008519
3.58994819337915 -0.181472990585974
3.59394819337915 -0.21330482766445
3.59794819337915 -0.244107384213352
3.60194819337915 -0.273935846636143
3.60594819337915 -0.302842625023042
3.60994819337915 -0.330877472854703
3.61394819337915 -0.358087604826199
3.61794819337915 -0.384517812472319
3.62194819337915 -0.410210577290889
3.62594819337915 -0.435206181081248
3.62994819337915 -0.459542813247174
3.63394819337915 -0.483256674842011
3.63794819337915 -0.506382079169513
3.64194819337915 -0.528951548790349
3.64594819337915 -0.550995908815105
